,Country,Description,Name,Points,Price,Province,Variety,Winery,Region,PersonalRating,Comment,Favorite
1746,Us,"This Is An Estate-grown, Co-fermented Field Blend Of Zin With Cabernet Franc, Alicante Bouschet, Petite Sirah, Grand Noir De Calmette, Peloursin, Lenoir, Merlot And Mourvèdre Made In A Small Amount. Powerful Tannin And Leather Are The Stars, Along With Flavors Of Cigar, Black Pepper, Cherry And Orange.",L'ame Du Sage Old Vine,90,48.0,California,Zinfandel,Lasseter,"['Sonoma Valley', 'Sonoma']",-1,Unfilled,False
1747,Italy,"Aromas Of Wild Berry, Leather, Sunbaked Earth, Star Anise And A Balsamic Note Of Menthol Lift Out Of The Glass. The Robust, Powerful Palate Offers Fleshy Blackberry, Wild Cherry, Cinnamon, Nutmeg And Tobacco Alongside Chewy Tannins. Despite The Juicy Fruit, There's A Warmth Of Alcohol On The Finish But It Doesn't Dominate.",Unfilled,90,80.0,Tuscany,Sangiovese,Le Gode,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1748,Italy,"Made With 90% Cabernet Sauvignon And 10% Cabernet Franc, This Boasts Aromas Of Black Currant, Mature Plum, Black Pepper And Clove. The Ripe Palate Delivers Fleshy Black Cherry, Blackberry, Licorice And Mediterranean Brush Accompanied By Firm, Fine-grained Tannins.",Tenuta Belguardo,90,50.0,Tuscany,Red Blend,Mazzei,"['Maremma Toscana', 'Unfilled']",-1,Unfilled,False
1749,Morocco,"Deep Ruby Red To The Eye, This Red Wine Has A Nose Of Cherry, Pomegranate And Lemon Peel. It Comes On Bright, Offering Flavors Of Cherry, Peach, Eucalyptus, Rose Petal And Pencil Lead. Velvety Tannins Coat The Palate Into A Finish That Is A Luscious Mélange Of Cherry And Orange Zest With A Touch Of Mint.",Unfilled,90,18.0,Zenata,Syrah,Ouled Thaleb,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1750,Us,"This Wine Is A Field Blend Of 80% Zinfandel, With 10% Petite Sirah, 6% Alicante Bouschet And 4% Other Mixed Black Grapes. High-toned In Plum And Dark Cherry, It's Bright While Also Being Plush And Juicy. This Is A Small-production Offering From A Fairly Cool Area For The Grape.",Alegría Vineyard,90,35.0,California,Zinfandel,Parmeson,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
1751,Moldova,"This Blend Of 70% Cabernet Sauvignon, 25% Saperavi And 5% Rara Neagra Has Aromas Of Red Raspberry, Violet Candy And Black Cherry. There Are Flavors Of Cherry Vanilla And Pomegranate With Soft Tannins And An Elegant Finish.",Negru De Purcari,90,31.0,Moldova,Red Blend,Purcari,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1752,Us,"This Wine Has A Compelling Earthy Funkiness That's Both Varietal And Fun, A Tangle Of Red Fruit, Sassafras And Cardamom That's Light And Bright. It Makes A Great Companion To Food.",Unfilled,90,45.0,California,Pinot Noir,Sanglier Cellars,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
1753,Italy,"Forest Floor, Mature Berry, Scorched Soil And A Whiff Of New Leather Lead The Nose. The Palate Shows Dried Black Cherry, Mocha, Cinnamon And Clove Alongside Firm, Fine-grained Tannins. A Licorice Note Closes The Finish.",Riserva,90,120.0,Tuscany,Sangiovese,Seconda Stella A Destra,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1754,Us,"Berry, Herb And Baking Spice Aromas Lead The Nose. The Palate Brings Fleshy Plum, Cherry And Coffee Flavors That Linger On The Finish. This Wine Provides Great Easy-drinking Appeal.",Unfilled,90,28.0,Washington,Syrah,Tamarack Cellars,"['Columbia Valley (wa)', 'Columbia Valley']",-1,Unfilled,False
1755,Us,"The Aromas Of Earth, Char And Dark Berries Are Alluring. The Flavors Are Rich But Never Lose Their Deftness.",Unfilled,90,30.0,Idaho,Syrah,Telaya,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1756,Us,"This Is A Robust, Full-bodied And Sultry Wine, One Within The Producer's Single-vineyard Series, From A Well-known And Respected Site. Oak And Candied Black Cherry Sit Atop An Abundance Of Cola Spice And Earthy Truffle, Promising More To Come As It Opens In The Glass.",Fox Den Vineyard,90,62.0,California,Pinot Noir,The Calling,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
1757,Italy,"Big And Chewy, This Opens With Aromas That Recall Leather, Truffle, Scorched Earth And Ripe Plum. The Brawny Palate Offers Dried Black Cherry, Raspberry Jam, Licorice And A Gamy Note Alongside A Tannic Backbone. The Heat Of Evident Alcohol Marks The Finish. Loaded With Rustic Charm, It Has More Power Than Complexity.",Unfilled,90,59.0,Tuscany,Sangiovese,Uccelliera,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1758,Us,"The Cherry, Herb And Barrel Spice Aromas Are Quite Brooding At Present. The Fruit Flavors Are All About Elegance Of Expression, Showing Pleasing Complexities And Plenty Of Hang Time On The Finish.",Lewis Vineyard,90,65.0,Washington,Syrah,Va Piano,"['Yakima Valley', 'Columbia Valley']",-1,Unfilled,False
1759,Italy,"Coffee, Toast, Nut, Forest Floor And Fleshy Plum Aromas Waft Out Of The Glass. The Big, Round Palate Offers Dried Black Cherry, Blackberry Jam, Licorice And Chopped Herb Alongside Ripe, Loosely Knit Tannins. It's Straightforward For A Brunello But It Has A Juicy, Immediate Appeal. Drink Now Through 2020.",Unfilled,90,66.0,Tuscany,Sangiovese,Argiano,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1760,Us,"The Fact That This Variety Is Still In The Ground In The County Says Something; The Fact That's It's Still In The Confines Of Pagani Ranch Says Even More. In This Ode To Generations Gone By, The Grower And Winemaker Find Common Ground In Showcasing A Big-bodied, Black-purple Expression Of Fig, Plum And Grippy Leather That Lands Softly On The Palate.",Pagani Ranch,90,36.0,California,Alicante Bouschet,Carlisle,"['Sonoma Valley', 'Sonoma']",-1,Unfilled,False
1761,Bulgaria,"This Bulgarian Pinot Noir Offers The Nose Black And Red Cherries And Dried Violets. It Is Well Balanced In The Mouth With Soft, Rounded Tannins And Flavors Of Dark Cherry, Cranberry And Dried Mediterranean Herbs.",Nimbus Premium,90,28.0,Thracian Valley,Pinot Noir,Castra Rubra,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1762,France,"There Are Not Many Châteaux In Sancerre—this Is One Of Only Four. Surrounding The Building, Vines Produce This Fresh, Crisp And Tightly Fruity Wine That Has A Strong Minerality Along With A Lively, Tangy Character. The Wine Is Attractive Already, Although It Will Be Better From 2017.",Unfilled,90,26.0,Loire Valley,Sauvignon Blanc,Château De Crézancy,"['Sancerre', 'Unfilled']",-1,Unfilled,False
1763,Us,"Tire Rubber, Herb And Locked-up Barrel Spice Notes Are Followed By Bountiful Yet Elegant Black Fruit Flavors That Show A Spot On Sense Of Balance Along With Exquisite Length. There's No Hiding The Warm Vintage It Comes From But It Shows The Year Well.",Halcyon,90,30.0,Washington,Cabernet Sauvignon,Cloudlift Cellars,"['Columbia Valley (wa)', 'Columbia Valley']",-1,Unfilled,False
1764,Italy,"This Opens With Aromas That Suggest Leafy Underbrush, Scorched Earth, Star Anise, Steeped Plum And A Whiff Game. The Chewy Palate Offers Up Blackberry Jam, Fleshy Black Cherry, Vanilla, Licorice And A Hint Of A Confectionary Note Alongside Tightly Packed, Ripe Tannins. Wait Until 2019, Then Drink Up.",Unfilled,90,-1.0,Tuscany,Sangiovese,Collemattoni,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1765,France,"From A Parcel Of 25-year-old Vines, This Is A Concentrated, Firm Wine That Needs To Age. It Has Good Potential With Its Tight, Steely Character And Smoky Edge. The Fruitiness Comes From The Organic And Biodynamic Grapes That Give Richness As Well As A Final Fresh, Crisp Aftertaste. Drink From 2017.",Le Clos De Bannon,90,30.0,Loire Valley,Sauvignon Blanc,Domaine Fouassier,"['Sancerre', 'Unfilled']",-1,Unfilled,False
1766,France,"The Name Of The Wine (land Of The Angels) Is Inspired By The Fact That Monks First Planted The Slope. More Prosaically, It Is A Delightful Wine, Fresh And Crisp With Tight Acidity That Promises To Soften To Bring Out The Citrus And Ripe Pear Flavors. Drink From 2017.",La Terre Des Anges,90,26.0,Loire Valley,Sauvignon Blanc,Domaine Laporte,"['Sancerre', 'Unfilled']",-1,Unfilled,False
1767,France,"Ripe And Creamy, This Has Rich Pear And Apple Fruits Lightly Cut By More Lemon Flavors. The Wine Is Fruity, Textured With Minerality And Still Young. Drink From 2017.",L'arret Buffatte,90,50.0,Loire Valley,Sauvignon Blanc,Domaine Tinel-blondelet,"['Pouilly-fumé', 'Unfilled']",-1,Unfilled,False
1768,France,"Produced From Organic And Biodynamic Grapes, This Wine Is Tangy And Crisp, A Perfect Model For White Sancerre. With Its Bright Apple And Ripe Pear Flavors, It's Bursting With Fruit And Lifted By Acidity That Has Just The Right Intensity. Drink Now.",Unfilled,90,-1.0,Loire Valley,Sauvignon Blanc,Domaine Vacheron,"['Sancerre', 'Unfilled']",-1,Unfilled,False
1769,Italy,"This Opens With Aromas Of Forest Floor, Truffle, Ripe Berry, Leather, Crushed Blue Flower And A Whiff Of Herb. The Medium-bodied, Concentrated Palate Offers Juicy Marasca Cherry, Raspberry, Cinnamon And Nutmeg Alongside Integrated Tannins That Give The Finish Grip. Drink 2018–2024.",Unfilled,90,55.0,Tuscany,Sangiovese,Donna Olga,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
1770,Austria,"Ivy Leaf And Ripe, Green Pear Notes Make Up This Wine's Enticing Nose. The Palate Brims With Juicy Pear And Citrus, Feeling Concentrated, Lively And Moreish. Dry And Streamlined With Citrus, It Also Layers Pear And Peach Fruit Before Finishing With Lip-smacking Citrus Zest.",Ried Spiegel,92,17.0,Wagram,Grüner Veltliner,Josef Bauer,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1771,Us,"Dark Cherry And Cola Aromas Meld With Composting Rose Scents On The Nose Of This Pleasing Wine That Will Satisfy Any Lover Of Pinot Noir. The Palate Exudes Nutmeg, Iron And Rose Flavors Galore, Adding Spice To Its Core Of Plump Raspberry And Ripe Cranberry Fruit. Lively Acidity And Tannic Depth Complete The Experience.",Ventana Vineyard,92,35.0,California,Grenache,Joyce,"['Arroyo Seco', 'Central Coast']",-1,Unfilled,False
1772,Austria,"A Hearty Swirl In The Glass Wakes Up This Wine's Aroma, Showing Lemon Balm, Cress And Green Pear. Those Fresh Flavors Also Play On The Lithe Palate, Where Yeasty Savoriness Is Enhanced By Lemony Spritz. It's Totally Zippy And Refreshing, With Far More Concentration Than Is At First Apparent, Proving It Needs Time To Breathe.",Stein,92,18.0,Kamptal,Grüner Veltliner,Jurtschitsch,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1773,Us,"This Is The Reserve-level Pinot Gris, Comprised Of Lots From Five Different Vineyards. Juicy, Succulent And Quite Tart Fruit Flavors Emphasize Fresh Apples And Pears, Lightly Dusted With Cinnamon Spice. The Concentration And Lingering Finish Prove It Worthy Of Its Reserve Status.",Backbone,92,28.0,Oregon,Pinot Gris,King Estate,"['Willamette Valley', 'Willamette Valley']",-1,Unfilled,False
1774,New Zealand,"Plump And Succulent, The 2015 Hunting Hill Displays Attractive Notes Of Hickory Smoke And White Peach, Underscored By The Suggestion Of Citrus Custard. Like All Of The 2015 Chardonnays From Kumeu River, It Shows Great Length And Intensity.",Hunting Hill,92,49.0,Kumeu,Chardonnay,Kumeu River,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1775,Argentina,"Toasty Blackberry And Prune Are The Key Aromas On This Plush Cabernet. A Generous Mouthfeel Includes Choppy Tannins That Will Mellow In Due Time. Dark Flavors Of Cassis And Blackberry Include Spice And Chocolate Notes, While This Finishes With Ripe Flavors Of Blackberry Touched Up By Chocolaty Oak. Drink This Calm, Slightly Flabby Cab Through 2021.",Big Bat,92,50.0,Mendoza Province,Cabernet Sauvignon,Mascota,"['Mendoza', 'Unfilled']",-1,Unfilled,False
1776,Spain,"Earth, Leather And Strong But Quality Oak Notes Accent Berry-fruit Aromas. Cheek-sucking Tannins Make For A Rugged Mouthfeel. Spicy, Peppery Berry Flavors Are Fully Oaked And Toasty, While This Tastes Dry And Minty On The Finish. Grilled Meat And/or A Few Years On Its Side Is What This Needs. Drink Through 2025.",Trienna,92,77.0,Northern Spain,Tempranillo,Portia,"['Ribera Del Duero', 'Unfilled']",-1,Unfilled,False
1777,New Zealand,"Consistently One Of New Zealand's Top Chardonnay Producers, Neudorf Flies The Standard For Nelson, Almost Next Door To Better-known Marlborough. The Medium-bodied 2014 Chardonnay Begins With Appetizing Scents Of Toast, Oak Spice And White Peach. On The Palate, There's A Lovely Combination Of Spice And Stone Fruit, Then Lingering Citrus On The Finish. Drink Now–2020.",Unfilled,92,25.0,Nelson,Chardonnay,Neudorf,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1778,Us,"This Bottling From Mcmurray Vineyard At Rancho Sisquoc Packs All Of The Beloved Syrah Characteristics: Ripe Plum, Blackberry And Blueberry Fruit, A Vanilla-laced Oaky Frame And Underlying Hints Of Lavender And Pepper. The Palate Offers Herb And Pepper Touches, Underscoring Its Black Fruit And Caramel Flavors.",Upper Crust,92,35.0,California,Syrah,Babcock,"['Santa Maria Valley', 'Central Coast']",-1,Unfilled,False
1779,Austria,"Lovely, Herb-tinged Fragrance—as Fresh As Aloe Vera And As Aromatic As Fig Leaf—jumps Out Of The Glass In This Wine. The Palate Contributes Yeasty Earthiness And Concentration, All Highlighted By Freshness And Verve. The Finish Is Clean And Zesty.",Am Berg,92,22.0,Niederösterreich,Grüner Veltliner,Bernhard Ott,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1780,Italy,"This Elegantly Structured Wine Is A Wonderful Expression Of Sauvignon's Serious Side, Offering Delicate Yellow Stone Fruit, Wildflower And Toasted Nut Scents. On The Polished, Full-bodied Palate, A Hint Of Nectarine Backs Up Creamy Yellow Peach Fruit While Fresh Acidity Lends Balance.",Unfilled,92,70.0,Northeastern Italy,Sauvignon,Borgo Del Tiglio,"['Collio', 'Unfilled']",-1,Unfilled,False
1781,France,"Named After César The Sculptor And Not Caesar The Roman Emperor, The Wine Has A Strongly Herbal Character That Seems To Come From The Superripe Fruit As Well As The Landscape Around Monte Sainte-victoire. It Is Certainly Rich, Although The Acidity Balances Out The Spice And Pepper Character. Drink Now.",César À Sumeire,92,45.0,Provence,Rosé,Château Coussin,"['Côtes De Provence Sainte-victoire', 'Unfilled']",-1,Unfilled,False
1782,France,"The Audibert Family Estate, Close To Beautiful Aix-en-provence, Is Now Run Organically. The Wine, Rich And With Delicious Ripe Fruits, Is Full In The Mouth, Packed With Red-berry Flavors That Are Cut With Red Currants And Lemon Zest. It Is A Very Fine Wine, Ready Now.",Unfilled,92,20.0,Provence,Rosé,Château De Calavon,"[""Coteaux D'aix-en-provence"", 'Unfilled']",-1,Unfilled,False
1783,France,"This Is A Rich Wine, Packed With Red-berry Fruits. Despite Its Density And Ripe Fruits, It Has A Fine Streak Of Acidity That Keeps It Lively And Crisp. It Comes From Vines Close To The Mediterranean, Resulting A Slightly Salty Character As Well As The Warm Feel To This Food-friendly Wine. Drink From Late 2017.",Instinct Parcellaire,92,26.0,Provence,Rosé,Château Des Bormettes,"['Côtes De Provence La Londe', 'Unfilled']",-1,Unfilled,False
1784,Us,"Aromatic And Lushly Scented With Rhubarb, Strawberry, Cola, Root Beer And Cocoa Powder, This Is Immediately Accessible, And Yet Structured To Age If You Can Keep Your Hands Off Of It. Streaks Of Beet Root Sneak In Around Raspberry And Cherry Fruit, With Firm Tannins And Highlights Of Toast, Coffee, Caramel And Dark Chocolate. This Is A Very Fine Cuvée That Seems To Gain Focus As It Rolls Through The Finish.",Yamhill Cuvée,92,45.0,Oregon,Pinot Noir,Domaine Serene,"['Willamette Valley', 'Willamette Valley']",-1,Unfilled,False
1785,Austria,"A Warm But Fresh Green And Yellow Pear Peel Scent On The Nose Gains Even More Currency On The Palate Of This Wine. The Midpalate Exudes A Savory, Yeasty, Textural Element That Provides Structure And Interest, Yet The Finish Is Very Fresh.",Von Stokstal,92,15.0,Wagram,Grüner Veltliner,Ecker,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1786,Us,"Waves Of Purple Floral Fragrance Meld With Soy, Blackberry And Roast Lamb On The Nose Of This Complex And Compelling Bottling. It's Quite Soft On The Palate, With Black Plum And Hoisin Sauce Flavors Accenting Its Core Of Dried Purple Fruit, Black Pepper And Bacon Fat. The Finish Offers A Touch Of Maple Syrup.",Lock Vineyard,92,38.0,California,Syrah,Écluse,"['Paso Robles', 'Central Coast']",-1,Unfilled,False
1787,Italy,"Made From The Native Sirica Grape, This Young Red Opens With Wild Berry And Black Pepper Aromas. The Smooth, Vibrant Palate Offers A Great Combination Of Fruit And Spice, Doling Out Juicy Morello Cherry, Crushed Raspberry And Clove Flavors, Bolstered By Polished Tannins. Drink Through 2020.",Unfilled,92,23.0,Southern Italy,Sirica,Feudi Di San Gregorio,"['Campania', 'Unfilled']",-1,Unfilled,False
1788,Us,"Foley's Chardonnays Always Manage To Be Both Extremely Tense Yet Flavorful—a Combination That Will Please Many Palates. This Bottling Recalls Grapefruit, Mandarin Pith And Asian Pear On The Nose, Its Nervy, Mineral-driven Palate Awash With Chalk And Wet Slate Notes. It All Finishes On A Pleasing Twist Of Lime.",Ja Ranch,92,45.0,California,Chardonnay,Foley,"['Sta. Rita Hills', 'Central Coast']",-1,Unfilled,False
1789,Italy,"Undergrowth, Truffle, Black-skinned Berry And Exotic Spice Aromas Meld With Balsamic Notes. Rounded And Chewy, The Palate Doles Out Fleshy Black Cherry, Blackberry Extract, Cinnamon, Licorice And Chopped Mint Flavors, Enveloped In Velvety Tannins. A Hint Of Carob Closes The Finish. Drink Through 2024.",Trezotratto,92,40.0,Southern Italy,Aglianico,I Favati,"['Taurasi', 'Unfilled']",-1,Unfilled,False
1790,Us,"This Is One Of The Vintage's Knockout Rosés, Thanks In Part To The Grenache And Gamay Grapes That Make Up The Blend. It's Pale Pink In Color, With Supple Lime Pith, Strawberry, Chalk And Melon Aromas. The Palate Is Tense With Structure, Its Bubblegum And Lemon Peel Flavors Riding A Wave Of Acidity That Persists Long Into The Finish.",Turbidity Current,92,25.0,California,Rosé,Joyce,"['Monterey County', 'Central Coast']",-1,Unfilled,False
1791,Us,"Tropical Pineapple And Guava Flavors Are Restrained And Balanced In This Bright, Soft And Seductively Smooth Vineyard Designate. Its High-toned Acidity Delivers Stone And Lemon Peel Characteristics, Finding More Citrus-tinged Focus On The Finish.",Ellis Alden Vineyard,92,32.0,California,Sauvignon Blanc,Judge Palmer,"['Alexander Valley', 'Sonoma']",-1,Unfilled,False
1792,Us,"This Wine Is 53% Merlot And 47% Cabernet Sauvignon. Pleasing Aromas Of Spices, Herb, Moist Earth, Cedar And Cherry Lead To A Dazzling Mouthful Of Cherry And Strawberry Flavors That Show Distinctive Purity. It's A Heart-stopper And An Outrageous Value.",Dubrul Vineyard,92,35.0,Washington,Bordeaux-style Red Blend,Kevin White,"['Yakima Valley', 'Columbia Valley']",-1,Unfilled,False
1793,France,"From A Small 19-acre Estate, This Is A Fruity And Juicy Blend Of Braucol And The Still Rare Prunelard. It Has A Tannic Stalky Edge That Suggests The Wine Can Still Develop. This Serious Concentrated Wine Was Made In Egg-shaped Cement Tanks And Is From Organic Grapes. Drink From 2019.",L'enclos Rouge,92,28.0,Southwest France,Red Blend,L'enclos Des Braves,"['Gaillac', 'Unfilled']",-1,Unfilled,False
1794,Spain,"Dusty Toffee And Dried Stone-fruit Aromas Are Pure And Inviting. This Is Ultra Crisp And Fresh, With Ripping Acidity. Flavors Of Toffee, Salted Peanuts And Sharp-leaning Dry White Fruits Finish Racy And With Precision. This Is A Classic Complex Amontillado Purchased From The Cellar Of Manuel Cuevas Jurado.",Almacenista Manuel Cuevas Jurado Amontillado De Sanlúcar De Barrameda,92,30.0,Andalucia,Sherry,Lustau,"['Jerez', 'Unfilled']",-1,Unfilled,False
1795,Us,"Soft And Supple On The Palate, This Impressive Wine Is Lightly Spiced With Dust And Clove, Its Tannins Rounded And In Support Of Lingering Cassis And Red Cherry Flavors. Mocha And Tobacco Lend Additional Depth And Complexity As It Unfolds, Punctuated By Juicy Acidity.",Unfilled,92,100.0,California,Cabernet Sauvignon,Mathew Bruno,"['Rutherford', 'Napa']",-1,Unfilled,False
1796,Austria,"Lovely Tart Cranberry And Just-ripe Blueberry Appear On The Nose. The Palate Presents Similarly Appetizing Crunchy Red Fruit That's Pure And Unpretentiously Delicious, Spiced With Cinnamon And White Pepper And Brimming With Freshness And Verve. Don't Let The Light Body Deceive You; This Has Depth And Will Develop. Drink Now–2025.",Samt & Seide,92,25.0,Carnuntum,Blaufränkisch,Muhr-van Der Niepoort,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1797,Austria,"Pure And Vibrant Dark And Red Cherry Notes Create An Irresistible Nose. The Palate Displays The Same, Invitingly Juicy Fruit. This Is Supple, Slender, Fresh And Plump, With A Joyful, Balanced Ripeness. Its Tannins Are Smooth And Ripe, Ready To Enjoy.",Klassik-cuvée,92,15.0,Niederösterreich,Red Blend,Nastl,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1798,Us,"This Block Selection Hews Closer To More Conventional Oregon Pinots Than The Rest Of The Winery's Portfolio, With Powerful Focused Black-cherry Fruit At Its Heart. It Was Fermented With Native Yeast And Spent 17 Months In Barrel, 12% New. Those Flavors Come Through In Deft Touches Of Graham Cracker And Cocoa Powder, Underscored With A Wet-cement Minerality.",The Heretic North Slope,92,65.0,Oregon,Pinot Noir,Native Flora,"['Dundee Hills', 'Willamette Valley']",-1,Unfilled,False
1799,Austria,"This Wine's Nose Is Still Closed, But Its Palate Presents Velvety, Cinnamon- And Vanilla-tinged Black Cherry Fruit. The Tannic Structure Acts Like A Velvet Grip Around Its Pleasantly Fruit-dense Core. That Richness Is Countered By Freshness In A Package That's Sure To Give Lots Of Pleasure Through 2022.",Rubin Carnuntum,92,25.0,Carnuntum,Zweigelt,Netzl,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1800,Us,"Dark In Color And Offering Opulent Aromas Of Crème Brûlée And Marshmallow, This Vineyard-designate Is Marked By Its Wealth Of Orange Blossom Aromas, An Inviting, Floral Entry. While It Exudes Richness On The Nose, It Remains Much More Restrained And Dry On The Palate, Finishing With Leanness And Length.",Searby Vineyard,90,55.0,California,Chardonnay,Migration,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
1801,Us,"Estate-grown Viognier Makes Up The Majority Of This Blend, Followed By 25% Roussanne And 22% Marsanne. Delicate, The Aromas Lean Floral And Tart, A Combination Of Peaches And Honey That Build Into An Oaky, Powerful Finish.",3 Divas,90,25.0,California,Rhône-style White Blend,Montemaggiore,"['Dry Creek Valley', 'Sonoma']",-1,Unfilled,False
1802,Us,"Sanguine In Red Plum, Clove And Dark Chocolate, This Bottle-aged, Full-bodied Wine Is Impressive And Still Quite Ripe And Robust. The Tannins Are Prominent And Supported By A Girth Of Oak, With A Dense, Concentrated Finish.",Unfilled,90,95.0,California,Cabernet Sauvignon,Gallo Estate,"['Northern Sonoma', 'Sonoma']",-1,Unfilled,False
1803,Italy,"Woodland Berry, Pressed Violet, Dark Cooking Spice, Truffle And New Leather Aromas Unfold On This Brawny Wine. The Full-bodied Palate Doles Out Ripe Black Cherry, Ground Pepper, Licorice And Tobacco Accompanied By Velvety Tannins. It Closes On Notes Of Menthol And The Warmth Of Alcohol. Drink 2018–2028.",Sotto Castello Di Novello,90,60.0,Piedmont,Nebbiolo,Giacomo Grimaldi,"['Barolo', 'Unfilled']",-1,Unfilled,False
1804,Italy,"Aromas Of Toasted Oak, Mocha And A Whiff Of Coconut Oak Lead The Nose While The Firm Palate Offers Dark Cherry, Espresso, Dried Sage And A Hint Of Anise. The Tightly Wound Tannins Still Pack Youthful Sharpness And Need A Few More Years To Soften Up. Drink After 2021.",Via Nuova,90,90.0,Piedmont,Nebbiolo,Chiara Boschis - E. Pira E Figli,"['Barolo', 'Unfilled']",-1,Unfilled,False
1805,Us,"Complexity And Varietal Character Come Through In This Concentrated, Well-balanced And Smoothly Polished Wine. It Is Full Bodied And Lightly Tannic, But So Oozing With Flavors That It's Still Easy To Sip. The Array Of Black Plum, Light Sage, And Black Olive Flavors Is Accented With Very Light Oak.",Unfilled,90,10.0,California,Merlot,Dark Horse,"['California', 'California Other']",-1,Unfilled,False
1806,Israel,"This Wine Has A Bouquet Of Cassis, Violet And Black Pepper. Well-integrated Flavors Of Cassis, Strawberry Preserves, Anise, Fennel Bulb And Lavender Are Set Amid Silky Tannins That Feel As If They May Go On Forever But Are Surpassed At The Finish When Fruit Flavors Pull Out All The Stops.",Namura Single Vineyard Special Reserve,90,52.0,Galilee,Cabernet Sauvignon,Or Haganuz,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1807,Us,"This Spent 18 Months In 50% New French Oak, Which Underscores Its Pretty Berry/cherry Fruit With A Vein Of Dark Chocolate. Dr Pepper And Spicy Herbs Decorate A Solid Midpalate That Flows Into A Lengthy Finish With Confectionary Highlights.",Carter Vineyard,90,65.0,Oregon,Pinot Noir,Panther Creek,"['Eola-amity Hills', 'Willamette Valley']",-1,Unfilled,False
1808,Us,"Full Bodied, Buttery And Spicy In Aroma And Oaky In Flavor, This Wine Has A Big, Bold Personality From The First Whiff Through The Lingering Finish. Complexity And Body Are Its Strong Suits Rather Than Fruitiness.",Altitude 2401,90,20.0,California,Viognier,Perry Creek,"['El Dorado', 'Sierra Foothills']",-1,Unfilled,False
1809,Us,"This Is A Producer Always To Consider For Rhône-styled Wines. A Mix Of Strawberry Pie And Nilla Wafer, This 100% Varietal Wine Is Robust And Full Bodied. Structured With Plenty Of Tangy Acidity, It'll Stand Up To Cellaring Or A Decant. Drink Now Through 2021.",Wine Creek Ranch,90,32.0,California,Grenache,Quivira,"['Dry Creek Valley', 'Sonoma']",-1,Unfilled,False
1810,Us,"Succulent In Red Cherry And Cassis, This Wine Has A Surprising Level Of Depth And Grip. It Finds Its Way With Integrated Tannins, Soft Layers Of Caramelized Oak And A Brightness Of Fruit And Acidity.",Reserve Selection,90,38.0,California,Cabernet Sauvignon,Raymond,"['Napa Valley', 'Napa']",-1,Unfilled,False
1811,Us,"A Twist Of Clove, Fig And Chocolate Figure Into This Powerful, Concentrated Wine, With Baked Plum, Tobacco And Maple Taking On Secondary Roles. It's Full Bodied And Thick, So Pair Appropriately. It Finishes In Black Pepper.",Westphall Ridge Vineyard,90,45.0,California,Zinfandel,Rock Wall,"['Rockpile', 'Sonoma']",-1,Unfilled,False
1812,Israel,"A Red-violet Color, This Wine Has A Bouquet Of Blackberry, Lilac And Pencil Lead With A Whiff Of Iodine. A Network Of Velvety Tannins And A Vein Of Bold Acidity Are Equally Weighted, Wrapped Around Flavors Of Blackberry, Blueberry, Black Pepper, Rose Petal And Mediterranean Herbs, With Bright Fruit Persisting Into The Pleasing Finish.",Secret Reserve,90,40.0,Judean Hills,Cabernet Sauvignon,Shiloh Winery,"['Unfilled', 'Unfilled']",-1,Unfilled,False
1813,Israel,"Deep Garnet To The Eye, This Wine Has A Nose Of Strawberry And Tart Cherry With A Hint Of Resin. Flavors Of Cherry, Pomegranate, Eucalyptus, Anise And A Soft Touch Of Leather Are Suspended In A Web Of Well-moderated Tannins. Expect A Lasting Sense Of Coolness With A Burst Of Brightness On The Finish.",Adama,90,22.0,Galilee,Shiraz,Tabor,"['Unfilled', 'Unfilled']",-1,Unfilled,False
