,Name,Roaster,Roast,Country,Price,UserRating,Origin,Description,PersonalRating,Comment,Favorite
352,Ethiopia Banko Dhadhato Washed,Red Rooster Coffee Roaster,Light,United States,5.29,94,"['Yirgacheffe Growing Region', 'Southern Ethiopia']","['Delicately Opulent. Honey, Lemon Blossom, Cocoa, Fresh Pipe Tobacco, A Hint Of Roasted Nut In Aroma And Cup. Very Sweet, Gently Crisp In Structure; Buoyant, Almost Levitating In Mouthfeel. Quietly Resonant, Cocoa-toned In The Finish.', 'Produced By Members Of The Banko Dhadhato Cooperative In The Celebrated Yirgacheffe Growing Region Of Southern Ethiopia From Traditional Ethiopian Varieties Of Arabica Long Grown In The Area. This Coffee Is Organic And Fair Trade Certified, The Latter Meaning It Was Purchased From Farmers At A “fair” Or Economically Sustainable Price. Established In 2010, Red Rooster Is An Organic-certified Micro-roaster Focusing On Socially Conscious Coffee And High-quality Coffee. Visit Redroostercoffee.com Or Call 540-745-7338 For More Information.', 'A Classic Version Of The Yirgacheffe Cup, All Seductive Flowers, Soft Citrus, And Cocoa.']",-1,Unfilled,0
353,Kenya Rugeto Peaberry,Temple Coffee And Tea,Medium,United States,5.88,93,"['Kirinyaga District', 'South-central Kenya']","['Richly Sweet, Spice-toned. Roasted Cacao Nib, Tamarind, Tangerine Zest, Freesia-like Flowers, Almond In Aroma And Cup. Sweet-tart Structure With Juicy Acidity; Crisp, Satiny Mouthfeel. Resonant Finish Centers On Notes Of Cocoa-toned Tamarind And Freesia.', ""Produced By The Rungeto Farmer's Co-operative Society From Trees Of The Admired Sl28 And Sl34 Varieties Of Arabica. Despite Grower Discontent And Urban Encroachment On Prime Coffee Lands, Kenya And Its Dedicated Cooperatives Continue To Produce Some Of The World’s Most Elegant And Distinctive Coffees. Temple Coffee Is A Quality-focused Retail And Wholesale Specialty Roaster Active In Sacramento, California Since 2005. Committed To Sourcing, Roasting And Brewing The Finest Coffees, Temple Features Coffee From Distinguished Single Estates And Cooperatives Around The World. Visit Www.templecoffee.com Or Call 916-454-1282 For More Information."", 'A Balanced And Engaging Kenya: High-toned With Spicy Floral And Delicate Cocoa Notes.']",-1,Unfilled,0
354,Gayo Aceh Sumatra,Jbc Coffee Roasters,Medium-light,United States,4.7,92,"['Aceh Growing Region', 'Aceh Province']","['Richly Sweet, Spicy, Tobacco-toned. Pipe Tobacco, Almond Brittle, Ginger Blossom, Mango, Roasted Cacao Nib In Aroma And Cup. Sweet-savory Structure With Gentle, Rounded Acidity; Crisp, Satiny Mouthfeel. The Finish Resonates With Vanilla-toned Pipe Tobacco And Ginger Blossom.', 'Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'Expressive And Resonant: Spice-toned Florals And Sweetly Savory Pipe Tobacco Offer Rich Throughlines.']",-1,Unfilled,0
355,Kenya Nyeri Nudurutu Factory Ab,Kakalove Cafe,Medium-light,Taiwan,4.25,94,"['Nyeri Growing Region', 'South-central Kenya']","['Bright, Richly Sweet-savory. Red Currant, Hop Flowers, Fresh-cut Cedar, Roasted Cacao Nib, Almond Brittle In Aroma And Cup. Richly Bittersweet Structure With Resonant, High-toned Acidity; Viscous, Satiny Mouthfeel. The Lingering Finish Leads With Red Currant And Almond Brittle In The Short, Settling To Cacao Nib And Hop Flowers In The Long.', 'Despite Grower Discontent And Urban Encroachment On Prime Coffee Lands, Kenya And Its Dedicated Cooperatives Continue To Produce Some Of The World’s Most Elegant And Distinctive Coffees. Kakalove Café Is A Nano-roaster Located In The Small City Of Chia-yi In Taiwan That Strives To Procure And Roast The Finest Quality Coffee. Visit Www.kakalovecafe.com.tw Or Email [email Protected] For More Information.', 'A Harmonious Kenya That Gracefully Integrates Sweet And Savory, Bright And Bitter, In Vibrant Balance.']",-1,Unfilled,0
356,Ethiopia Kochere Washed Saona Lot,Kakalove Cafe,Medium-light,Taiwan,4.11,95,"['Yirgacheffe Growing Region', 'South-central Ethiopia']","['High-toned, Richly Sweet-tart. Apricot, Wild Honey, Sandalwood, Roasted Cacao Nib, Lilac In Aroma And Cup. Sweetly Tart Structure With Vibrant, Juicy Acidity; Plush, Syrupy Mouthfeel. The Finish Is Resonant With All The Aroma And Flavor Notes Of The Cup, Leading With Apricot And Lilac In The Short And Cocoa-toned Sandalwood In The Long, All Sustained By A Deep, Honeyish Sweetness.', 'Yirgacheffe Is A Coffee Region In Southern Ethiopia That Produces Distinctive Coffees From Traditional Varieties Of Arabica Long Grown In The Region. Yirgacheffe Coffees Like This One Processed By The Wet Or Washed Method (fruit Skin And Pulp Are Removed Before Drying) Typically Express Great Aromatic Complexity And Intensity With A Particular Emphasis On Floral Notes. Almost All Yirgacheffe Coffees Are Produced By Villagers On Small, Garden Plots Interplanted With Food And Other Subsistence Crops. Kakalove Café Is A Nano-roaster Located In The Small City Of Chia-yi In Taiwan That Strives To Procure And Roast The Finest Quality Coffee. Visit Www.kakalovecafe.com.tw Or Email [email Protected] For More Information.', 'Dynamic, Engaging, Classic Washed Ethiopia Cup, Propelled By Sweet Floral And Juicy Stone-fruit Notes.']",-1,Unfilled,0
357,Ethiopia Guji Natural Dasaya,Kakalove Cafe,Medium-light,Taiwan,4.25,94,"['Guji Zone', 'Oromia Region']","['Elegantly Fruit-toned, Chocolaty. Dark Chocolate, Dried Fig, Oak, Narcissus-like Flowers, Molasses In Aroma And Cup. Crisply Sweet Structure With Balanced, Vibrant Acidity; Full, Syrupy Mouthfeel. The Finish Consolidates To Notes Of Dried Fig And Molasses Supported By A Rich Dark Chocolate.', 'Southern Ethiopia Coffees Like This One Are Largely Produced From Distinctive Indigenous Ethiopian Varieties Of Arabica Long Grown In The Region. This Is A Dry-processed Or “natural” Version, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Kakalove Café Is A Nano-roaster Located In The Small City Of Chia-yi In Taiwan That Strives To Procure And Roast The Finest Quality Coffee. Visit Www.kakalovecafe.com.tw Or Email [email Protected] For More Information.', 'A Cleanly And Seductively Fruit-forward, Richly Chocolate-toned Natural-processed Ethiopia Cup.']",-1,Unfilled,0
358,Auromar Geisha Natural,Willoughby's Coffee & Tea,Medium-light,United States,16.17,93,"['Piedra Candela', 'Chiriqui Province']","['Cleanly Fruit-toned, Delicately Rich. Rum Cordial, Orange Zest, Coconut, Plum, Cedar In Aroma And Cup. Sweet-toned Structure With Gentle, Round Acidity; Plump, Satiny-smooth Mouthfeel. The Inviting Finish Leads With Coconut And Plum In The Short, With Notes Of Cedar And Rum Cordial Returning In The Long.', 'This Coffee Tied For The Fourth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2018 Tasting Report. Produced From Trees Of The Rare Ethiopia-derived Botanical Variety Geisha (also Spelled Gesha) By Farmer Roberto Brenes Of Auromar Estate. With Its Generally Elongated Beans And Distinctive Floral And Crisp, Often Chocolaty Cup, The Geisha/gesha Variety Continues To Distinguish Itself As One Of The World’s Most Unique Coffees. This Is A Dry-processed Or “natural” Version, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Willoughby’s Coffee & Tea Is A Pioneer Specialty Coffee Roaster Established In The Early 1980s That Has Gracefully And Successfully Moved With The Times And Now Offers A Menu Of Extremely Refined Small-lot, Single-origin Coffees. Visit Www.willoughbyscoffee.com Or Call 800-388-8400 For More Information.', 'A Stone Fruit-driven Natural-processed Geisha Cup With An Engaging, Cleanly Cordial-like Fruit Ferment Suggestion Throughout.']",-1,Unfilled,0
359,Holiday Blend,Olympia Coffee Roasting,Medium-light,United States,5.73,93,"['Yirgacheffe Growing Region', 'Ethiopia']","['Delicate, Sweetly Savory. Red Currant, Honeysuckle, Roasted Cacao Nib, Agave Syrup, Eucalyptus In Aroma And Cup. Lively Acidity Lifts The Sweet-savory Structure; Full, Syrupy Mouthfeel. The Richly Drying Finish Consolidates To Notes Of Red Currant, Eucalyptus And Cacao Nib.', ""This Coffee Tied For The Fourth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2018 Tasting Report. A Blend Comprised Of Two Ethiopia Coffees From Independent Farmers (as Opposed To Members Of Cooperatives) In The Celebrated Yirgacheffe Region: Adisu Kidane's Natural-processed Coffee, And Desta Gola's Washed-process Coffee. Olympia Coffee Roasting Is A Small-batch Wholesale And Retail Roasting Company With A Youthful, No-nonsense Style And A Commitment To High-quality Organic Coffees. Visit Www.olympiacoffee.com Or Call 360-753-0066 For More Information."", 'A Richly Aromatic Blend Of Two Ethiopia Coffees, One Washed- And One Natural-processed, That Deliver A Complex Package Of Bright And Savory: Flowers, Pungent Fruit, Herb.']",-1,Unfilled,0
360,Kith & Kin,Revel Coffee,Medium-light,United States,5.14,93,"['Ethiopia', 'Kenya']","[""Pungently Sweet, Deeply Expressive. Gooseberry, Sandalwood, Narcissus-like Flowers, Maple Syrup, Baker's Chocolate In Aroma And Cup. Sweet In Structure With Savory Resonance; Crisp, Velvety Mouthfeel. The Long, Quiet Finish Is Flavor-saturated."", 'This Coffee Tied For The Fourth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2018 Tasting Report. A Blend Comprised Of Coffees From Kiambu County, Kenya And Guji Zone, Ethiopia. Revel Coffee Is A Micro-roaster Located In Billings, Montana. Its Motto: “quality Is Paramount—a Difference You Can Revel In.” Visit Www.revelcoffee.com Or Call 406-534-9621 For More Information.', 'A Fine And Wintery Ethiopia-kenya Blend Named For The Bonds Formed Within And Beyond The Family: Deep, Rich, Both Sweet And Savory.']",-1,Unfilled,0
361,El Salvador Pacamara,Speckled Ax,Medium-light,United States,7.35,92,"['Chalatenango', 'El Salvador']","['Fruit-forward, Crisply Sweet. Peach, Grapefruit Zest, Hazelnut, Molasses, Oak In Aroma And Cup. Savory-sweet Structure With Round, Gentle Acidity; Full, Satiny Mouthfeel. The Resonant Finish Centers Around Notes Of Peach, Grapefruit Zest And Oak.', 'This Coffee Tied For The Fifth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2018 Tasting Report. Produced By Rodolfo Huezo Pineda Entirely Of The Pacamara Variety Of Arabica. The Pacamara Is A Big-beaned Hybrid Of The Bourbon-related Pacas And The Huge-beaned Maragogipe, A Mutant Of The Ancient Typica Variety. This Is A Wet-processed Or “washed” Coffee, Meaning The Fruit Skin And Pulp Were Removed From The Beans Immediately After Harvesting And Before Drying. Speckled Ax Is A Roaster Based In Portland, Maine, Specializing In High-quality Certified Organic And Small-lot Coffees. The Company Roasts In A Vintage Wood-fired Petroncini Roaster With The Goal Of Highlighting Each Coffee’s Best Attributes. Visit Www.speckledax.com For More Information.', 'A Washed-process Pacamara Cup That Leads With Bright Stone Fruit Notes, Balanced By Bittersweet Citrus Zest And Aromatic Wood.']",-1,Unfilled,0
362,Guji Oraga Tabe,Steadfast Coffee,Medium-light,United States,6.76,92,"['Guji Zone', 'Oromia Region']","['Rich-toned, Crisply Sweet. Narcissus, Plum, Cedar, Cashew Butter, Honey In Aroma And Cup. Sweet-tart Structure With Soft Acidity; Satiny-smooth Mouthfeel. The Finish Resonates With Plum And Narcissus Notes In The Short, Consolidating To Cashew And Cedar In The Long.', 'This Coffee Tied For The Fifth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2018 Tasting Report. Southern Ethiopia Coffees Are Largely Produced From Distinctive Indigenous Varieties Of Arabica Long Grown In The Region, And When Processed Like This One By The Wet Or Washed Method (fruit Skin And Pulp Is Removed Before Drying), They Typically Express Great Aromatic Complexity And Intensity With A Particular Emphasis On Floral Notes. Visit Www.steadfast.coffee For More Information.', 'A Fine Ethiopia Wet-processed Cup: Balanced And Engaging, With Stone Fruit And Sweet Florals As Throughlines.']",-1,Unfilled,0
363,Bombe Natural Sidama,Broadsheet Coffee,Medium-light,United States,6.17,92,"['Jimma Zone', 'Oromia State']","['Fruit-forward, Sweetly Herbaceous. Raspberry Coulis, Lemon Verbena, Cacao Nib, Sandalwood, Freesia-like Flowers In Aroma And Cup. Crisply Sweet-tart Structure With Brisk Acidity; Satiny-smooth Mouthfeel. The Finish Consolidates To Raspberry And Cocoa With A Sandalwood Throughline Underneath.', 'This Coffee Tied For The Fourth-highest Rating In A Cupping Of Coffees From New England Roasters For Coffee Review’s February 2019 Tasting Report. Southern Ethiopia Coffees Like This One Are Largely Produced From Distinctive Indigenous Varieties Of Arabica Long Grown In The Region. This Is A Dry-processed Or “natural” Version, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Certified Organic. Broadsheet Coffee Roasters Is A Café And Roastery Based In Cambridge, Massachusetts. For More Information, Visit Www.broadsheetcoffee.com.', 'An Especially Clean Natural-processed Coffee: A Fruit Bomb Tempered By Rich Aromatic Wood Notes.']",-1,Unfilled,0
364,Ethiopia Yirgacheffe Botabaa G1,De Clieu Coffee,Medium-light,Taiwan,5.66,92,"['Yirgacheffe Growing Region', 'Southern Ethiopia']","['Citrusy And Spice-toned. Lemon Verbena, Gardenia-like Flowers, Sandalwood, Caramel, Pink Peppercorn In Aroma And Cup. Richly Sweet-tart In Structure With Vibrant Acidity; Full, Satiny Mouthfeel. The Finish Consolidates To Lemon Verbena And Sandalwood In The Short, With Caramel Resurfacing In The Long.', 'Southern Ethiopia Coffees Like This One Are Produced From Traditional, Largely Indigenous Varieties Of Arabica Long Grown In The Region. This Lot Was Processed By The Wet Or Washed Method (fruit Skin And Pulp Are Removed Before Drying). Southern Ethiopia Coffees Processed With This Method Typically Express Great Aromatic Complexity And Intensity, With A Particular Emphasis On Floral Notes. De Clieu Coffee Is A Taiwan-based Roaster Whose Mission It Is To Explore Extraordinary Coffees. For More Information, Visit Https://m.facebook.com/declieucoffeetaipei.', 'A Citrus-driven Wet-processed Ethiopia Cup With Fragrant Aromatic Wood Notes Throughout.']",-1,Unfilled,0
365,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,Medium-light,Hawai'i,19.82,95,"['Holualoa', 'North Kona Growing District']","['Delicately Fruit-toned, Richly Cocoa-driven. Ripe Strawberry, Dark Chocolate, Almond, Freesia-like Flowers, A Hint Of Wine Barrel In Aroma And Cup. Sweet-tart Structure With Crisp, High-toned Acidity; Full, Syrupy Mouthfeel. The Flavor-saturated Finish Sustains All Of The Aroma And Flavor Notes Promised By The Cup.', 'This Exceptional Coffee Was Selected As The No. 9 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2019. Bourbon Pointu, Botanical Name Var. Laurina, Is A Rare Variety Of Arabica That Is A Natural Mutation Of The Famous Bourbon Variety, First Selected On Reunion Island In The Indian Ocean. The Bourbon Pointu Is Famous For Its Natural Low Levels Of Caffeine, Bean Shape (small And Tending To Be Pointed At The Ends, Hence “pointu”), And Pungently Fruit-toned, Bourbon-like Cup. This Version Was Produced In Kona And Is A Dry-processed Or “natural” Coffee, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Hula Daddy Is A Boutique Coffee Producer With Farms At The 1,400 And 2,500 Foot Levels Of The Mount Hualalai Volcano Near The Northern End Of The Kona Growing District, Five Minutes Above The Town Of Kailua-kona. This Rare Coffee Is Only Available On The Hula Daddy Website Through Their Allocation List. Visit Www.huladaddy.com Or Call 888-553-2339 For More Information.', 'A Bright, Juicy, Berry-toned Hawaii Cup From The Extremely Rare Tree Variety Pointu Laurina, Worth A Splurge For Its Clean Fruit And Sweet, Cocoa-laden Richness.']",-1,Unfilled,0
366,Ethiopia Haro Wachu,Turnstile Coffee Roasters,Medium-light,United States,6.61,94,"['Guji Zone', 'Oromia Region']","['Deftly Roast-touched, Richly Chocolaty. Singed Sandalwood, Dark Chocolate, Dried Mango, Saffron, Dahlia-like Flowers In Aroma And Cup. Sweet-tart In Structure With Rich, Vibrant Acidity; Viscous, Silky Mouthfeel. Quiet, Chocolate- And Floral-toned Finish With A Hint Of Saffron.', 'Southern Ethiopia Coffees Are Largely Produced From Distinctive Indigenous Varieties Of Arabica Long Grown In The Region, And When Processed Like This One By The Wet Or Washed Method (fruit Skin And Pulp Is Removed Before Drying), They Typically Express Great Aromatic Complexity And Intensity With A Particular Emphasis On Floral Notes. Turnstile Coffee Roasters Brings The City Coffee Experience To The Jersey Shore In Belmar, New Jersey. Visit Www.turnstilecoffee.com Or Call 732-894-9012 For More Information.', 'A High-toned Wet-processed Ethiopia Cup, Expertly Roasted To A Darkish Medium To Amplify The Rich Chocolate Notes Without Obscuring The Sweet-tart Tropical Fruit.']",-1,Unfilled,0
367,Banco Gotete Ethiopia,Jbc Coffee Roasters,Medium-light,United States,5.44,94,"['Yirgacheffe Growing Region', 'Southern Ethiopia']","['Delicate, Richly Floral, Sweetly Spice-toned. Almond Nougat, White Peach, Pink Peppercorn, Wisteria-like Flowers, Fragrant Sandalwood In Aroma And Cup. Richly Bittersweet Structure With Vibrant, Juicy Acidity; Plush, Syrupy Mouthfeel. Resonant, Flavor-saturated Finish Centers Around Peach, Wisteria And Sandalwood.', 'Southern Ethiopia Coffees Like This One Are Produced Largely From Traditional Indigenous Ethiopian Varieties Of Arabica Long Grown In The Region. This Lot Was Processed By The Wet Or Washed Method (fruit Skin And Pulp Are Removed Before Drying). Ethiopia Coffees Processed With This Method Typically Express Great Aromatic Complexity And Intensity, With A Particular Emphasis On Floral Notes. Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'A Nuanced, Multi-layered Washed Ethiopia Cup With A Deep Floral Profile And Energetic Lift From An Elegant Spice Throughline.']",-1,Unfilled,0
368,Ethiopia Yirgacheffe Kochere,Blues Brew Coffee,Medium-light,Taiwan,6.4,93,"['Yirgacheffe Growing Region', 'Southern Ethiopia']","['Delicate, Sweetly Herbaceous. Cocoa Nib, Bergamot, Narcissus-like Flowers, Black Tea, Cedar In Aroma And Cup. Sweet-savory Structure With Rich, Citrusy Acidity; Full, Syrupy Mouthfeel. The Finish Is Redolent With Notes Of Bergamot And Narcissus In The Short, Cocoa-toned Cedar In The Long.', 'Southern Ethiopia Coffees Like This One Are Produced From Traditional, Largely Indigenous Varieties Of Arabica Long Grown In The Region. This Lot Was Processed By The Wet Or Washed Method (fruit Skin And Pulp Are Removed Before Drying). Ethiopia Coffees Processed With This Method Typically Express Great Aromatic Complexity And Intensity, With A Particular Emphasis On Floral Notes. Blues Brew Coffee Is Taipei-based Coffee Roaster Whose Goal Is To Seek The Highest Quality Coffees For The Enjoyment Of Global Coffee-lovers. For More Information, Visit Https://www.facebook.com/bluesbrewcoffee.', 'Citrus-driven, Sweetly Herb-toned, Very Delicate Yet Aromatically Rich.']",-1,Unfilled,0
369,Asopap Colombia,Jbc Coffee Roasters,Medium-light,United States,4.67,90,"['Planadas', 'Southern Tolima Growing Region']","['Crisply Sweet, Cocoa-toned. Cocoa Nib, Almond Nougat, Narcissus-like Flowers, Apricot, A Hint Of Pipe Tobacco In Aroma And Cup. Sweet-tart Structure With Lively Acidity; Crisp, Satiny Mouthfeel. The Long, Resonant Finish Consolidates To Notes Of Apricot And Cocoa-toned Almond.', 'Produced By The Asopap Small Producer Association From Trees Of The Caturra, Bourbon, Typica And Castillo Varieties Of Arabica, All Wet-processed. Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'A Solid Colombia Cup, Classic In Its Deep, Balanced Sweetness And Cocoa Throughline.']",-1,Unfilled,0
370,Ethiopia Deri Kochoha,Flight Coffee Co.,Medium-light,United States,5.0,93,"['West Guji Zone', 'Oromia Region']","['Bright, Crisp, Sweetly Tart. Citrus Medley, Cacao Nib, Pink Peppercorn, Dogwood, Almond In Aroma And Cup. Sweet-tart Structure With Lively Acidity; Crisp, Satiny Mouthfeel. The Short Finish Is Intense With Notes Of Citrus And Pink Peppercorn, While The Long Softens To Almond-toned Florals.', 'From The Deri Kochoha Mill In The Hagere Maryame District, A Little South Of The Famous Yirgacheffe Region, Where Coffees Largely From Trees Of Indigenous Varieties Long Grown In The Region Are Subject To Classically Rigorous, Traditional Processing And Drying Procedures. This Is A Wet-processed Or “washed” Coffee, Meaning The Fruit Skin And Pulp Were Removed From The Beans Immediately After Harvesting And Before Drying. Flight Coffee Is A Coffee-loving, Quality-focused Roasting Company Based In Bedford, New Hampshire. Visit Www.flightcoffeeco.com Or Call 603-836-6228 For More Information.', 'A Poised And Melodic Wet-processed Ethiopia Coffee, Centered On Complex Citrus Notes Supported By Sweet Spice And Cocoa.']",-1,Unfilled,0
371,Espresso,Doi Chaang Coffee,Medium,Canada,2.4,91,"['Northern Thailand', 'West Guji Zone']","['Evaluated As Espresso. Deeply Rich, Sweetly Roast-rounded. Dark Chocolate, Gently Scorched Cedar, Magnolia, Black Cherry, Almond In Aroma And Small Cup. Full, Satiny Mouthfeel; Crisp, Resonant Finish Centered Around Dark Chocolate And Black Cherry Notes, Underscored By Cedar-like Aromatic Wood. In Three Parts Milk, The Chocolate Blooms And And Notes Of Black Cherry And Magnolia Resurface.', 'Doi Chaang Is A Single-estate Coffee Produced By A Northern Thailand Hill Tribe In The Golden Triangle Mountains Of Thailand And Roasted In Canada. The Independent Coffee Growers Are Strategic Partners With The Canadian Company, Which Returns $0.17 Per Pound Of Coffee Sold Directly Back To The Farmers. Visit Www.doichaangcoffee.com Or Call 866-924-2264 For More Information.', 'A Rich, Resonant Espresso From Thailand, Especially Attractive In Cappuccino-scaled Milk.']",-1,Unfilled,0
372,Kenya Ruthaka Peaberry,Temple Coffee Roasters,Medium,United States,5.58,95,"['Nyeri Growing Region', 'South-central Kenya']","['Deeply Sweet, Richly Savory. Dark Chocolate, Pistachio, Red Currant Jam, Honeysuckle, A Hint Of Marjoram In Aroma And Cup. Balanced, Sweetly Savory Structure With Elegant, Lilting Acidity; Lush, Syrupy Mouthfeel. The Resonant Finish Consolidates To Notes Of Dark Chocolate And Red Currant, With Undertones Of Crisp Marjoram.', 'Despite Challenges Ranging From Contested Government Coffee Policy And Urban Encroachment On Prime Coffee Lands To Chronically Unstable Weather, Kenya Continues To Produce Some Of The World’s Most Elegant And Distinctive Coffees. This Particular Sample Consists Entirely Of Peaberries, A Kind Of Bean That Results When The Coffee Fruit Develops Only A Single, Oval Bean Rather Than The Usual Pair Of Flat-sided Beans. Peaberries Produce A Somewhat Different (often Better) Cup Than Normal Beans From The Same Crop, From Which They May Or May Not Be Separated During Grading. Temple Coffee Is A Quality-focused Retail And Wholesale Specialty Roaster Active In Sacramento, California Since 2005. Committed To Sourcing, Roasting And Brewing The Finest Coffees, Temple Features Coffee From Distinguished Single Estates And Cooperatives Around The World. Visit Www.templecoffee.com Or Call 916-454-1282 For More Information.', 'A High-toned, Nuanced Kenya Cup, Classic In Its Presentation Of Sweet-tart Currant And Deep Chocolate Notes.']",-1,Unfilled,0
373,Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,Medium-light,United States,5.88,93,"['Sidamo (also Sidama) Growing Region', 'South-central Ethiopia']","['Fruit-forward, Richly Chocolaty. Raspberry Coulis, Chocolate Fudge, Brandy, Cedar, Mace In Aroma And Cup. Sweet-tart Structure With Gentle, Rounded Acidity; Full, Creamy Mouthfeel. Fruit-toned Finish: Think Berries Enveloped In Chocolate, With A Hint Of Mace In The Long.', 'Southern Ethiopia Coffees Like This One Are Largely Produced From Distinctive Indigenous Ethiopian Varieties Of Arabica Long Grown In The Region. Like Most Southern Ethiopia Coffees, This Coffee Was Produced By Villagers On Small Garden Plots Interplanted With Food And Other Subsistence Crops. This Is A Dry-processed Or “natural” Version, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Temple Coffee Is A Quality-focused Retail And Wholesale Specialty Roaster Active In Sacramento, California Since 2005. Committed To Sourcing, Roasting And Brewing The Finest Coffees, Temple Features Coffee From Distinguished Single Estates And Cooperatives Around The World. Visit Www.templecoffee.com Or Call 916-454-1282 For More Information.', 'A Playful, Unrestrained Fruit Bomb Of A Coffee, Rich With Berry And Fudgy Chocolate Notes Throughout.']",-1,Unfilled,0
374,Specialty Coffee Blend Espresso,Choosy Gourmet,Medium-light,Taiwan,1.77,93,"['Ethiopia', 'Colombia']","['Evaluated As Espresso. Rich, Chocolaty, Sweetly Tart. Dark Chocolate, Peach, Szechuan Peppercorn, Orange Zest, Myrrh In Aroma And Small Cup. Smooth, Satiny Mouthfeel; Resonant, Chocolaty Finish. In Three Parts Milk, Notes Of Szechuan Peppercorn And Dark Chocolate Harmonize Sweetly, With Undercurrents Of Peach And Myrrh.', 'A Blend Of Coffees From Ethiopia (natural-processed), Colombia And Kenya. Choosy Gourmet Is A Cafe In Kaohsiung, Taiwan, Where Founder Howard Hung’s Mission Is To Highlight The “living Soul” Of Each Coffee. Visit Www.choosygourmet.com, Https://www.facebook.com/choosy.gourmet, Email [email Protected] Or Call +886-7-3509609 For More Information.', 'An Espresso Blend In Which Spice Notes — In Particular, A Peppery Element Reminiscent Of Sweet Szechuan Peppercorns — Figure Prominently And Are In Harmonious Balance With The Rich Sweetness Of The Coffee, Both In The Straight Shot And In Milk.']",-1,Unfilled,0
375,Honduras Las Flores Parainema,Café Grumpy,Medium-light,United States,6.47,94,"['Santa Bárbara', 'Honduras']","['Spice-toned, Complex, Richly Bittersweet. Blackberry, Dark Chocolate, Blood Orange Zest, Ginger Blossom, Oak In Aroma And Cup. Bittersweet In Structure With Bright, High-toned Acidity; Plush, Syrupy Mouthfeel. The Resonant Finish Is Redolent With Notes Of Cocoa-toned Blackberry And Spicy Ginger Blossom.', 'This Exceptional Coffee Was Selected As The No. 26 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2019. Produced By César Fernandez Of El Cielito Farm Entirely Of The Parainema Variety Of Arabica, A Hybrid Developed By The Honduran Coffee Institute For Its Resistance To Drought And Disease. This Is A Wet-processed Or Washed Coffee, Meaning The Fruit Skin And Pulp Were Removed From The Beans Immediately After Harvesting And Before Drying. An Integral Part Of New York’s Coffee Renaissance, Brooklyn-based Café Grumpy Opened Its First Café In 2005 And Has Since Expanded To Eight Locations In New York, Including A Roasting Facility, And One In Miami. Visit Www.cafegrumpy.com Or Call 718-383-0748 For More Information.', 'A Subtly But Strikingly Original Honduras Coffee: Deep, Complex And Sweetly Spice-toned.']",-1,Unfilled,0
